"Date","Close","Open","High","Low","Vol","Change %"
"10/06/2023","32,950.0","31,650.0","32,950.0","31,200.0","26.50M","4.11%"
"10/05/2023","31,650.0","31,900.0","32,400.0","31,500.0","22.26M","-0.31%"
"10/04/2023","31,750.0","29,800.0","32,300.0","29,650.0","33.56M","5.13%"
"10/03/2023","30,200.0","31,600.0","31,650.0","30,100.0","42.25M","-5.92%"
"10/02/2023","32,100.0","31,800.0","32,650.0","31,700.0","17.21M","0.94%"
"09/29/2023","31,800.0","32,900.0","32,900.0","31,800.0","19.99M","-1.55%"
"09/28/2023","32,300.0","32,800.0","32,900.0","31,700.0","27.91M","-2.12%"
"09/27/2023","33,000.0","31,700.0","33,000.0","30,900.0","32.05M","6.80%"
"09/26/2023","30,900.0","31,000.0","32,450.0","30,300.0","38.70M","1.81%"
"09/25/2023","30,350.0","32,200.0","33,100.0","30,350.0","42.95M","-6.90%"
"09/22/2023","32,600.0","33,650.0","33,950.0","32,350.0","69.56M","-6.19%"
"09/21/2023","34,750.0","36,400.0","36,450.0","34,750.0","49.19M","-4.66%"
"09/20/2023","36,450.0","36,400.0","37,000.0","36,100.0","22.95M","0.69%"
"09/19/2023","36,200.0","35,800.0","36,200.0","35,200.0","19.56M","1.40%"
"09/18/2023","35,700.0","35,000.0","35,950.0","34,900.0","25.49M","0.56%"
"09/15/2023","35,500.0","35,900.0","36,050.0","35,000.0","23.63M","-0.42%"
"09/14/2023","35,650.0","35,800.0","36,250.0","34,900.0","33.91M","-0.42%"
"09/13/2023","35,800.0","36,200.0","36,600.0","35,500.0","35.64M","0.00%"
"09/12/2023","35,800.0","33,650.0","35,800.0","33,500.0","37.13M","6.87%"
"09/11/2023","33,500.0","34,000.0","34,350.0","33,400.0","34.43M","-0.74%"
"09/08/2023","33,750.0","33,500.0","34,100.0","33,400.0","16.66M","0.30%"
"09/07/2023","33,650.0","34,100.0","34,150.0","33,300.0","21.47M","-1.03%"
"09/06/2023","34,000.0","33,350.0","34,500.0","32,950.0","19.66M","1.95%"
"09/05/2023","33,350.0","33,600.0","33,700.0","32,800.0","27.14M","-0.15%"
"08/31/2023","33,400.0","33,500.0","33,750.0","33,300.0","17.64M","-0.30%"
"08/30/2023","33,500.0","32,400.0","33,900.0","32,100.0","24.98M","3.55%"
"08/29/2023","32,350.0","32,500.0","32,800.0","31,700.0","35.20M","-0.31%"
"08/28/2023","32,450.0","32,300.0","32,700.0","32,100.0","26.97M","0.78%"
"08/25/2023","32,200.0","31,700.0","32,500.0","31,650.0","32.43M","0.63%"
"08/24/2023","32,000.0","30,300.0","32,100.0","30,150.0","38.30M","5.26%"
"08/23/2023","30,400.0","31,000.0","31,150.0","30,150.0","32.90M","-0.98%"
"08/22/2023","30,700.0","29,000.0","30,700.0","27,850.0","51.81M","6.41%"
"08/21/2023","28,850.0","29,000.0","29,150.0","28,500.0","35.54M","1.94%"
"08/18/2023","28,300.0","29,700.0","30,400.0","28,000.0","42.50M","-5.51%"
"08/17/2023","29,950.0","29,050.0","30,600.0","29,050.0","59.16M","3.81%"
"08/16/2023","28,850.0","28,650.0","29,150.0","28,450.0","14.34M","0.52%"
"08/15/2023","28,700.0","29,200.0","29,200.0","28,650.0","13.18M","-1.54%"
"08/14/2023","29,150.0","28,450.0","29,400.0","28,100.0","30.33M","3.55%"
"08/11/2023","28,150.0","28,250.0","28,300.0","27,650.0","27.54M","0.18%"
"08/10/2023","28,100.0","28,600.0","28,850.0","28,100.0","23.38M","-1.75%"
"08/09/2023","28,600.0","28,900.0","29,200.0","28,550.0","16.62M","-1.72%"
"08/08/2023","29,100.0","29,850.0","29,850.0","29,000.0","11.63M","-2.02%"
"08/07/2023","29,700.0","29,600.0","29,950.0","29,400.0","15.09M","1.71%"
"08/04/2023","29,200.0","28,500.0","29,400.0","28,500.0","14.99M","2.46%"
"08/03/2023","28,500.0","28,950.0","29,050.0","28,300.0","15.21M","-1.72%"
"08/02/2023","29,000.0","28,700.0","29,150.0","28,600.0","11.46M","0.69%"
"08/01/2023","28,800.0","29,700.0","29,700.0","28,800.0","16.38M","-2.87%"
"07/31/2023","29,650.0","29,950.0","30,200.0","29,350.0","15.22M","-0.34%"
"07/28/2023","29,750.0","29,450.0","29,900.0","29,350.0","13.13M","1.02%"
"07/27/2023","29,450.0","29,000.0","29,700.0","28,900.0","16.47M","1.55%"
"07/26/2023","29,000.0","28,800.0","29,050.0","28,400.0","12.78M","0.69%"
"07/25/2023","28,800.0","28,700.0","29,100.0","28,500.0","14.45M","0.35%"
"07/24/2023","28,700.0","29,100.0","29,200.0","28,400.0","14.54M","-0.17%"
"07/21/2023","28,750.0","28,000.0","28,800.0","27,850.0","16.46M","2.68%"
"07/20/2023","28,000.0","28,500.0","28,500.0","27,600.0","28.83M","-1.75%"
"07/19/2023","28,500.0","28,600.0","28,900.0","28,450.0","10.05M","-0.18%"
"07/18/2023","28,550.0","28,800.0","28,800.0","28,450.0","12.42M","-0.87%"
"07/17/2023","28,800.0","28,550.0","29,200.0","28,550.0","14.47M","1.05%"
"07/14/2023","28,500.0","28,500.0","28,600.0","27,950.0","16.10M","0.35%"
"07/13/2023","28,400.0","28,250.0","28,500.0","28,000.0","16.16M","1.61%"
"07/12/2023","27,950.0","28,300.0","28,600.0","27,650.0","23.04M","-0.36%"
"07/11/2023","28,050.0","27,400.0","28,450.0","27,400.0","27.10M","2.00%"
"07/10/2023","27,500.0","26,650.0","27,500.0","26,650.0","30.63M","3.97%"
"07/07/2023","26,450.0","26,100.0","26,450.0","25,650.0","14.80M","0.57%"
"07/06/2023","26,300.0","26,200.0","26,700.0","25,800.0","26.81M","0.38%"
"07/05/2023","26,200.0","26,700.0","26,700.0","26,200.0","15.87M","-1.13%"
"07/04/2023","26,500.0","25,700.0","26,500.0","25,550.0","24.38M","3.11%"
"07/03/2023","25,700.0","26,050.0","26,100.0","25,650.0","13.14M","-0.39%"
"06/30/2023","25,800.0","25,500.0","25,900.0","25,400.0","14.52M","1.38%"
"06/29/2023","25,450.0","26,650.0","26,650.0","25,450.0","19.94M","-4.14%"
"06/28/2023","26,550.0","26,600.0","26,950.0","26,400.0","16.42M","-0.19%"
"06/27/2023","26,600.0","25,850.0","26,750.0","25,800.0","20.38M","3.10%"
"06/26/2023","25,800.0","26,000.0","26,050.0","25,250.0","17.38M","-0.77%"
"06/23/2023","26,000.0","26,100.0","26,200.0","25,750.0","12.48M","-0.38%"
"06/22/2023","26,100.0","26,100.0","26,500.0","25,800.0","15.25M","0.38%"
"06/21/2023","26,000.0","25,700.0","26,200.0","25,600.0","19.26M","1.17%"
"06/20/2023","25,700.0","25,800.0","25,950.0","24,950.0","19.25M","-2.65%"
"06/19/2023","26,400.0","26,300.0","26,700.0","26,100.0","15.01M","1.15%"
"06/16/2023","26,100.0","26,050.0","27,200.0","26,050.0","34.45M","1.56%"
"06/15/2023","25,700.0","25,500.0","25,800.0","25,450.0","14.24M","1.18%"
"06/14/2023","25,400.0","25,500.0","26,200.0","25,350.0","25.25M","0.20%"
"06/13/2023","25,350.0","25,500.0","25,700.0","25,100.0","18.42M","0.00%"
"06/12/2023","25,350.0","25,250.0","25,400.0","24,700.0","17.31M","0.40%"
"06/09/2023","25,250.0","24,500.0","25,250.0","24,250.0","22.96M","3.91%"
"06/08/2023","24,300.0","25,300.0","25,400.0","24,300.0","34.76M","-3.19%"
"06/07/2023","25,100.0","25,150.0","25,400.0","24,900.0","18.17M","-0.20%"
"06/06/2023","25,150.0","24,100.0","25,300.0","23,900.0","34.32M","4.36%"
"06/05/2023","24,100.0","24,450.0","24,600.0","23,900.0","18.89M","0.00%"
"06/02/2023","24,100.0","23,800.0","24,350.0","23,700.0","27.30M","2.77%"
"06/01/2023","23,450.0","23,200.0","23,600.0","23,050.0","16.36M","1.30%"
"05/31/2023","23,150.0","23,250.0","23,500.0","23,000.0","18.63M","-0.86%"
"05/30/2023","23,350.0","23,500.0","23,600.0","23,100.0","14.84M","-0.21%"
"05/29/2023","23,400.0","22,850.0","23,450.0","22,750.0","17.60M","3.77%"
"05/26/2023","22,550.0","22,550.0","22,700.0","22,500.0","8.27M","0.22%"
"05/25/2023","22,500.0","22,600.0","22,700.0","22,450.0","15.72M","-0.88%"
"05/24/2023","22,700.0","23,150.0","23,200.0","22,700.0","24.78M","-0.66%"
"05/23/2023","22,850.0","23,000.0","23,300.0","22,800.0","20.31M","-0.22%"
"05/22/2023","22,900.0","23,100.0","23,200.0","22,850.0","14.78M","0.00%"
"05/19/2023","22,900.0","22,800.0","23,300.0","22,650.0","15.67M","0.44%"
"05/18/2023","22,800.0","22,600.0","23,150.0","22,450.0","27.10M","1.56%"
"05/17/2023","22,450.0","22,900.0","23,000.0","22,400.0","22.65M","-1.97%"
"05/16/2023","22,900.0","22,900.0","23,150.0","22,850.0","19.67M","0.00%"
"05/15/2023","22,900.0","23,500.0","23,600.0","22,900.0","20.85M","-1.51%"
"05/12/2023","23,250.0","22,350.0","23,250.0","22,300.0","27.51M","3.79%"
"05/11/2023","22,400.0","22,500.0","22,900.0","22,400.0","19.76M","-0.44%"
"05/10/2023","22,500.0","22,250.0","22,700.0","22,250.0","19.04M","1.12%"
"05/09/2023","22,250.0","22,400.0","22,450.0","22,050.0","13.21M","-0.22%"
"05/08/2023","22,300.0","21,650.0","22,300.0","21,600.0","28.57M","3.96%"
"05/05/2023","21,450.0","21,750.0","21,800.0","21,450.0","8.50M","-1.38%"
"05/04/2023","21,750.0","21,350.0","21,900.0","21,300.0","16.52M","0.93%"
"04/28/2023","21,550.0","21,300.0","21,550.0","21,250.0","16.66M","1.89%"
"04/27/2023","21,150.0","21,400.0","21,450.0","21,100.0","9.14M","-0.94%"
"04/26/2023","21,350.0","21,100.0","21,350.0","20,700.0","17.55M","1.18%"
"04/25/2023","21,100.0","21,650.0","21,700.0","20,950.0","18.71M","-1.86%"
"04/24/2023","21,500.0","21,700.0","21,900.0","21,450.0","9.65M","-0.69%"
"04/21/2023","21,650.0","21,400.0","22,200.0","21,350.0","30.66M","2.61%"
"04/20/2023","21,100.0","21,200.0","21,400.0","21,050.0","9.55M","-0.94%"
"04/19/2023","21,300.0","21,800.0","21,850.0","21,250.0","13.63M","-2.07%"
"04/18/2023","21,750.0","21,450.0","21,750.0","21,150.0","19.09M","1.87%"
"04/17/2023","21,350.0","21,200.0","21,500.0","21,150.0","12.90M","0.71%"
"04/14/2023","21,200.0","21,900.0","22,050.0","21,200.0","26.94M","-2.53%"
"04/13/2023","21,750.0","22,100.0","22,250.0","21,650.0","17.75M","-1.14%"
"04/12/2023","22,000.0","22,600.0","22,700.0","21,950.0","17.02M","-2.65%"
"04/11/2023","22,600.0","22,400.0","22,600.0","21,800.0","25.25M","0.89%"
"04/10/2023","22,400.0","22,750.0","23,200.0","22,250.0","26.26M","-0.44%"
"04/07/2023","22,500.0","21,900.0","22,500.0","21,750.0","25.29M","2.97%"
"04/06/2023","21,850.0","22,650.0","23,000.0","21,850.0","25.23M","-2.89%"
"04/05/2023","22,500.0","22,400.0","22,600.0","22,100.0","18.37M","0.00%"
"04/04/2023","22,500.0","22,100.0","22,700.0","21,800.0","31.00M","2.27%"
"04/03/2023","22,000.0","22,000.0","22,150.0","21,900.0","31.84M","2.33%"
"03/31/2023","21,500.0","21,050.0","21,700.0","20,850.0","31.98M","2.63%"
"03/30/2023","20,950.0","21,500.0","21,700.0","20,950.0","23.21M","-0.48%"
"03/29/2023","21,050.0","20,800.0","21,100.0","20,750.0","15.84M","1.20%"
"03/28/2023","20,800.0","21,200.0","21,300.0","20,750.0","18.89M","-0.95%"
"03/27/2023","21,000.0","20,500.0","21,400.0","20,450.0","23.49M","2.69%"
"03/24/2023","20,450.0","20,450.0","20,650.0","20,400.0","18.61M","0.49%"
"03/23/2023","20,350.0","19,700.0","20,400.0","19,650.0","17.49M","2.52%"
"03/22/2023","19,850.0","20,150.0","20,300.0","19,850.0","12.30M","-0.75%"
"03/21/2023","20,000.0","19,700.0","20,000.0","19,350.0","17.55M","2.56%"
"03/20/2023","19,500.0","20,200.0","20,250.0","19,500.0","18.55M","-3.94%"
"03/17/2023","20,300.0","20,400.0","20,500.0","20,050.0","19.30M","0.74%"
"03/16/2023","20,150.0","20,200.0","20,650.0","20,150.0","19.59M","-0.98%"
"03/15/2023","20,350.0","19,650.0","20,350.0","19,500.0","28.46M","6.82%"
"03/14/2023","19,050.0","19,650.0","19,700.0","19,000.0","15.08M","-3.05%"
"03/13/2023","19,650.0","19,550.0","19,950.0","19,200.0","20.54M","-0.76%"
"03/10/2023","19,800.0","19,550.0","19,850.0","19,450.0","13.37M","0.00%"
"03/09/2023","19,800.0","19,800.0","20,100.0","19,750.0","17.71M","0.00%"
"03/08/2023","19,800.0","19,100.0","19,800.0","19,000.0","14.66M","2.06%"
"03/07/2023","19,400.0","19,000.0","19,500.0","18,800.0","16.20M","3.47%"
"03/06/2023","18,750.0","18,850.0","19,200.0","18,750.0","10.34M","1.63%"
"03/03/2023","18,450.0","18,850.0","18,850.0","18,450.0","7.38M","-1.07%"
"03/02/2023","18,650.0","19,000.0","19,100.0","18,650.0","5.34M","-1.58%"
"03/01/2023","18,950.0","18,300.0","19,000.0","18,150.0","11.38M","3.84%"
"02/28/2023","18,250.0","18,600.0","18,750.0","18,200.0","11.91M","0.00%"
"02/27/2023","18,250.0","18,800.0","18,900.0","18,250.0","14.83M","-3.95%"
"02/24/2023","19,000.0","19,750.0","19,750.0","19,000.0","7.73M","-3.55%"
"02/23/2023","19,700.0","19,300.0","19,700.0","18,800.0","17.95M","2.07%"
"02/22/2023","19,300.0","20,200.0","20,400.0","19,300.0","24.07M","-5.62%"
"02/21/2023","20,450.0","20,800.0","20,950.0","20,450.0","14.06M","-1.45%"
"02/20/2023","20,750.0","19,450.0","20,750.0","19,400.0","23.66M","6.68%"
"02/17/2023","19,450.0","19,450.0","19,650.0","19,200.0","8.06M","-0.26%"
"02/16/2023","19,500.0","19,300.0","19,500.0","19,150.0","9.83M","2.09%"
"02/15/2023","19,100.0","18,900.0","19,350.0","18,800.0","10.34M","1.06%"
"02/14/2023","18,900.0","18,750.0","18,900.0","18,500.0","6.18M","2.16%"
"02/13/2023","18,500.0","18,950.0","19,000.0","18,150.0","11.36M","-2.63%"
"02/10/2023","19,000.0","19,350.0","19,600.0","18,850.0","9.54M","-1.81%"
"02/09/2023","19,350.0","19,450.0","19,750.0","19,300.0","7.43M","-0.77%"
"02/08/2023","19,500.0","19,400.0","19,700.0","18,700.0","12.54M","2.36%"
"02/07/2023","19,050.0","20,100.0","20,350.0","19,050.0","17.39M","-4.75%"
"02/06/2023","20,000.0","19,600.0","20,000.0","19,400.0","11.55M","1.27%"
"02/03/2023","19,750.0","20,100.0","20,300.0","19,600.0","13.22M","-1.99%"
"02/02/2023","20,150.0","20,300.0","20,400.0","19,900.0","12.00M","0.00%"
"02/01/2023","20,150.0","21,700.0","21,850.0","20,100.0","26.56M","-6.71%"
"01/31/2023","21,600.0","21,150.0","21,650.0","20,850.0","17.92M","2.86%"
"01/30/2023","21,000.0","20,950.0","21,700.0","20,700.0","19.24M","0.24%"
"01/27/2023","20,950.0","21,500.0","21,600.0","20,850.0","19.46M","-1.18%"
"01/19/2023","21,200.0","20,450.0","21,250.0","20,400.0","26.45M","3.16%"
"01/18/2023","20,550.0","20,500.0","21,000.0","20,300.0","19.37M","0.74%"
"01/17/2023","20,400.0","19,600.0","20,400.0","19,500.0","21.99M","5.15%"
"01/16/2023","19,400.0","19,300.0","19,500.0","19,100.0","7.33M","1.04%"
"01/13/2023","19,200.0","19,500.0","19,850.0","19,100.0","14.33M","-0.52%"
"01/12/2023","19,300.0","19,350.0","19,500.0","19,100.0","6.54M","0.00%"
"01/11/2023","19,300.0","19,050.0","19,750.0","19,050.0","13.97M","2.12%"
"01/10/2023","18,900.0","19,000.0","19,250.0","18,450.0","11.62M","-0.53%"
"01/09/2023","19,000.0","19,100.0","19,350.0","18,850.0","9.71M","0.53%"
"01/06/2023","18,900.0","19,300.0","19,600.0","18,900.0","13.14M","-2.07%"
"01/05/2023","19,300.0","19,150.0","19,350.0","18,700.0","13.31M","1.58%"
"01/04/2023","19,000.0","19,200.0","19,500.0","18,950.0","10.68M","0.53%"
"01/03/2023","18,900.0","17,800.0","18,900.0","17,800.0","18.05M","6.78%"
"12/30/2022","17,700.0","17,750.0","18,100.0","17,600.0","6.42M","0.57%"
"12/29/2022","17,600.0","18,000.0","18,250.0","17,600.0","8.75M","-3.03%"
"12/28/2022","18,150.0","18,450.0","18,450.0","17,800.0","10.98M","-0.27%"
"12/27/2022","18,200.0","17,000.0","18,200.0","17,000.0","14.75M","6.74%"
"12/26/2022","17,050.0","18,200.0","18,300.0","17,050.0","18.63M","-6.83%"
"12/23/2022","18,300.0","19,000.0","19,100.0","18,250.0","11.36M","-4.19%"
"12/22/2022","19,100.0","19,500.0","19,550.0","18,600.0","13.11M","-1.04%"
"12/21/2022","19,300.0","20,200.0","20,200.0","18,450.0","26.45M","-2.53%"
"12/20/2022","19,800.0","20,500.0","20,750.0","19,350.0","26.81M","-3.41%"
"12/19/2022","20,500.0","20,500.0","21,850.0","20,350.0","41.73M","0.00%"
"12/16/2022","20,500.0","20,000.0","20,600.0","20,000.0","21.45M","1.23%"
"12/15/2022","20,250.0","20,100.0","20,350.0","19,950.0","15.55M","0.75%"
"12/14/2022","20,100.0","21,000.0","21,000.0","20,100.0","20.74M","-1.47%"
"12/13/2022","20,400.0","19,150.0","20,400.0","18,850.0","25.35M","6.53%"
"12/12/2022","19,150.0","20,400.0","20,750.0","19,100.0","26.51M","-5.43%"
"12/09/2022","20,250.0","20,700.0","20,800.0","19,900.0","18.58M","-1.46%"
"12/08/2022","20,550.0","19,750.0","20,550.0","19,550.0","34.62M","6.75%"
"12/07/2022","19,250.0","19,550.0","19,950.0","18,900.0","21.18M","-1.53%"
"12/06/2022","19,550.0","20,400.0","20,950.0","19,550.0","41.34M","-6.01%"
"12/05/2022","20,800.0","20,300.0","20,800.0","19,800.0","35.81M","6.94%"
"12/02/2022","19,450.0","18,100.0","19,450.0","18,100.0","29.33M","6.87%"
"12/01/2022","18,200.0","19,500.0","19,650.0","18,200.0","37.11M","-5.45%"
"11/30/2022","19,250.0","18,700.0","19,400.0","18,450.0","29.65M","1.58%"
"11/29/2022","18,950.0","18,500.0","19,150.0","18,000.0","32.28M","3.84%"
"11/28/2022","18,250.0","17,500.0","18,250.0","17,500.0","32.64M","6.73%"
"11/25/2022","17,100.0","16,400.0","17,100.0","16,150.0","22.57M","6.88%"
"11/24/2022","16,000.0","15,450.0","16,000.0","15,250.0","16.23M","1.27%"
"11/23/2022","15,800.0","16,200.0","16,450.0","15,800.0","13.13M","-3.36%"
"11/22/2022","16,350.0","15,900.0","17,000.0","15,900.0","29.66M","1.55%"
"11/21/2022","16,100.0","16,450.0","16,500.0","15,950.0","12.53M","-0.92%"
"11/18/2022","16,250.0","15,750.0","16,600.0","15,350.0","34.60M","2.85%"
"11/17/2022","15,800.0","15,150.0","15,850.0","15,100.0","23.38M","6.40%"
"11/16/2022","14,850.0","13,100.0","14,850.0","13,050.0","27.00M","6.83%"
"11/15/2022","13,900.0","14,000.0","14,250.0","13,300.0","24.24M","-2.46%"
"11/14/2022","14,250.0","13,800.0","14,500.0","13,200.0","20.56M","1.06%"
"11/11/2022","14,100.0","14,300.0","14,600.0","13,800.0","19.86M","1.44%"
"11/10/2022","13,900.0","14,700.0","14,800.0","13,900.0","18.41M","-6.71%"
"11/09/2022","14,900.0","15,150.0","15,600.0","14,900.0","8.62M","-0.67%"
"11/08/2022","15,000.0","13,800.0","15,150.0","13,800.0","16.38M","4.90%"
"11/07/2022","14,300.0","15,250.0","15,500.0","14,300.0","21.17M","-6.84%"
"11/04/2022","15,350.0","16,250.0","16,300.0","15,350.0","25.31M","-6.97%"
"11/03/2022","16,500.0","16,200.0","16,800.0","16,150.0","11.30M","0.00%"
"11/02/2022","16,500.0","16,950.0","17,050.0","16,500.0","15.91M","-2.65%"
"11/01/2022","16,950.0","16,600.0","17,050.0","16,300.0","22.33M","3.99%"
"10/31/2022","16,300.0","15,900.0","16,400.0","15,200.0","20.50M","2.52%"
"10/28/2022","15,900.0","16,200.0","16,400.0","15,850.0","16.26M","0.32%"
"10/27/2022","15,850.0","15,100.0","15,850.0","15,000.0","21.71M","6.73%"
"10/26/2022","14,850.0","15,300.0","15,600.0","14,700.0","9.01M","-1.33%"
"10/25/2022","15,050.0","15,100.0","16,050.0","14,300.0","23.00M","-0.33%"
"10/24/2022","15,100.0","16,300.0","16,400.0","15,100.0","23.35M","-6.79%"
"10/21/2022","16,200.0","17,400.0","17,450.0","16,200.0","28.08M","-6.90%"
"10/20/2022","17,400.0","17,500.0","17,850.0","17,250.0","11.21M","-1.42%"
"10/19/2022","17,650.0","17,900.0","18,000.0","17,500.0","12.35M","-0.84%"
"10/18/2022","17,800.0","18,400.0","18,500.0","17,700.0","18.80M","-1.11%"
"10/17/2022","18,000.0","17,600.0","18,000.0","17,250.0","13.72M","0.56%"
"10/14/2022","17,900.0","18,000.0","18,400.0","17,800.0","22.04M","2.29%"
"10/13/2022","17,500.0","17,250.0","17,700.0","17,000.0","12.49M","1.45%"
"10/12/2022","17,250.0","16,400.0","17,300.0","16,250.0","18.58M","6.48%"
"10/11/2022","16,200.0","17,050.0","17,400.0","16,200.0","16.40M","-6.90%"
"10/10/2022","17,400.0","16,750.0","17,700.0","16,550.0","17.62M","3.57%"
"10/07/2022","16,800.0","17,050.0","17,100.0","16,200.0","24.13M","-3.45%"
"10/06/2022","17,400.0","18,650.0","18,650.0","17,400.0","12.07M","-6.70%"
"10/05/2022","18,650.0","18,350.0","18,800.0","18,200.0","13.62M","4.78%"
"10/04/2022","17,800.0","18,900.0","19,100.0","17,600.0","15.61M","-3.52%"
"10/03/2022","18,450.0","19,600.0","19,650.0","18,450.0","15.84M","-6.82%"
"09/30/2022","19,800.0","19,150.0","19,800.0","18,300.0","20.63M","2.59%"
"09/29/2022","19,300.0","20,200.0","20,200.0","19,300.0","11.34M","-2.28%"
"09/28/2022","19,750.0","19,400.0","20,050.0","19,400.0","14.12M","1.02%"
"09/27/2022","19,550.0","19,700.0","20,000.0","19,500.0","10.95M","0.26%"
"09/26/2022","19,500.0","20,050.0","20,300.0","19,250.0","22.91M","-5.57%"
"09/23/2022","20,650.0","21,000.0","21,300.0","20,550.0","10.81M","-2.13%"
"09/22/2022","21,100.0","20,300.0","21,200.0","20,200.0","17.21M","2.68%"
"09/21/2022","20,550.0","20,500.0","20,800.0","20,350.0","8.38M","-0.72%"
"09/20/2022","20,700.0","20,200.0","20,750.0","19,900.0","14.15M","4.02%"
"09/19/2022","19,900.0","21,150.0","21,150.0","19,900.0","22.69M","-5.91%"
"09/16/2022","21,150.0","21,500.0","21,700.0","21,050.0","19.47M","-2.31%"
"09/15/2022","21,650.0","22,100.0","22,100.0","21,600.0","9.45M","-1.37%"
"09/14/2022","21,950.0","21,000.0","22,150.0","21,000.0","25.85M","1.39%"
"09/13/2022","21,650.0","21,850.0","22,050.0","21,200.0","18.97M","-0.92%"
"09/12/2022","21,850.0","22,500.0","22,500.0","21,850.0","12.00M","-1.58%"
"09/09/2022","22,200.0","22,000.0","22,200.0","21,300.0","33.44M","0.68%"
"09/08/2022","22,050.0","22,950.0","23,000.0","22,050.0","15.98M","-2.22%"
"09/07/2022","22,550.0","23,700.0","23,950.0","22,550.0","23.21M","-5.05%"
"09/06/2022","23,750.0","23,850.0","24,150.0","23,500.0","11.03M","0.21%"
"09/05/2022","23,700.0","24,100.0","24,300.0","23,700.0","10.16M","-1.25%"
"08/31/2022","24,000.0","23,700.0","24,200.0","23,700.0","10.85M","0.21%"
"08/30/2022","23,950.0","24,650.0","24,800.0","23,900.0","12.09M","-1.84%"
"08/29/2022","24,400.0","24,200.0","24,400.0","23,550.0","28.61M","-1.61%"
"08/26/2022","24,800.0","25,500.0","25,650.0","24,800.0","23.27M","-2.75%"
"08/25/2022","25,500.0","25,350.0","26,000.0","25,350.0","14.78M","0.99%"
"08/24/2022","25,250.0","25,650.0","25,700.0","25,150.0","13.47M","-0.59%"
"08/23/2022","25,400.0","24,300.0","25,400.0","23,800.0","32.42M","2.83%"
"08/22/2022","24,700.0","25,150.0","25,350.0","24,600.0","16.75M","-1.79%"
"08/19/2022","25,150.0","25,100.0","25,450.0","24,900.0","15.75M","0.20%"
"08/18/2022","25,100.0","24,300.0","25,500.0","24,300.0","28.63M","2.24%"
"08/17/2022","24,550.0","24,800.0","25,150.0","24,500.0","21.21M","-0.20%"
"08/16/2022","24,600.0","24,750.0","25,000.0","24,450.0","11.76M","-0.61%"
"08/15/2022","24,750.0","25,150.0","25,300.0","24,600.0","14.58M","-0.60%"
"08/12/2022","24,900.0","24,350.0","24,900.0","24,050.0","17.18M","2.05%"
"08/11/2022","24,400.0","24,850.0","25,200.0","23,800.0","28.05M","-0.61%"
"08/10/2022","24,550.0","24,550.0","25,000.0","24,450.0","14.58M","-1.01%"
"08/09/2022","24,800.0","24,700.0","24,950.0","24,350.0","14.95M","0.61%"
"08/08/2022","24,650.0","25,150.0","25,350.0","24,350.0","21.25M","-0.60%"
"08/05/2022","24,800.0","23,350.0","25,100.0","23,250.0","28.99M","5.31%"
"08/04/2022","23,550.0","23,800.0","23,900.0","23,000.0","20.94M","0.00%"
"08/03/2022","23,550.0","22,900.0","23,700.0","22,850.0","22.27M","1.51%"
"08/02/2022","23,200.0","23,000.0","23,650.0","22,900.0","35.53M","1.75%"
"08/01/2022","22,800.0","21,350.0","22,800.0","21,350.0","29.17M","6.79%"
"07/29/2022","21,350.0","21,300.0","21,650.0","21,050.0","20.79M","0.95%"
"07/28/2022","21,150.0","20,900.0","21,350.0","20,700.0","19.48M","3.68%"
"07/27/2022","20,400.0","20,000.0","20,400.0","19,800.0","17.80M","0.74%"
"07/26/2022","20,250.0","20,550.0","20,700.0","20,100.0","16.46M","-0.98%"
"07/25/2022","20,450.0","20,700.0","21,050.0","20,300.0","18.31M","-2.15%"
"07/22/2022","20,900.0","21,300.0","21,500.0","20,900.0","17.91M","-1.88%"
"07/21/2022","21,300.0","21,200.0","21,600.0","21,100.0","15.96M","0.00%"
"07/20/2022","21,300.0","21,000.0","21,600.0","20,900.0","22.29M","3.15%"
"07/19/2022","20,650.0","20,650.0","20,900.0","20,100.0","19.87M","-1.20%"
"07/18/2022","20,900.0","21,300.0","21,400.0","20,700.0","18.02M","-0.95%"
"07/15/2022","21,100.0","21,600.0","21,750.0","21,100.0","16.58M","-1.86%"
"07/14/2022","21,500.0","20,500.0","21,950.0","20,350.0","23.50M","3.86%"
"07/13/2022","20,700.0","20,900.0","21,100.0","20,300.0","17.84M","-0.96%"
"07/12/2022","20,900.0","20,550.0","21,150.0","20,400.0","11.93M","1.21%"
"07/11/2022","20,650.0","20,450.0","21,150.0","19,900.0","26.06M","1.23%"
"07/08/2022","20,400.0","19,300.0","20,400.0","19,300.0","30.29M","6.81%"
"07/07/2022","19,100.0","18,800.0","19,200.0","18,650.0","9.82M","0.53%"
"07/06/2022","19,000.0","19,200.0","19,800.0","18,900.0","15.16M","-3.55%"
"07/05/2022","19,700.0","20,150.0","20,350.0","19,700.0","14.22M","-2.48%"
"07/04/2022","20,200.0","20,050.0","20,600.0","19,950.0","19.71M","2.54%"
"07/01/2022","19,700.0","18,650.0","19,800.0","17,950.0","15.53M","4.79%"
"06/30/2022","18,800.0","19,700.0","19,850.0","18,800.0","13.24M","-4.81%"
"06/29/2022","19,750.0","19,300.0","20,200.0","19,200.0","14.24M","0.77%"
"06/28/2022","19,600.0","19,900.0","19,950.0","19,450.0","13.21M","-1.26%"
